State,County Name,#hospital,hospital_rating
AK,ANCHORAGE,3,2.6666666666666665
AK,BETHEL,1,3.0
AK,FAIRBANKS NORTH STAR,1,3.0
AK,JUNEAU,1,3.0
AK,KETCHIKAN GATEWAY,1,3.0
AK,MATANUSKA SUSITNA,1,3.0
AL,AUTAUGA,1,4.0
AL,BALDWIN,3,3.0
AL,BARBOUR,1,3.0
AL,BLOUNT,1,3.0
AL,BULLOCK,1,3.0
AL,BUTLER,2,3.0
AL,CALHOUN,3,2.6666666666666665
AL,CHEROKEE,1,4.0
AL,CLARKE,2,3.0
AL,CLAY,1,3.0
AL,COFFEE,1,3.0
AL,COLBERT,2,2.5
AL,CONECUH,1,3.0
AL,COVINGTON,2,2.5
AL,CRENSHAW,1,3.0
AL,CULLMAN,1,3.0
AL,DALE,1,4.0
AL,DALLAS,1,3.0
AL,DE KALB,1,3.0
AL,ELMORE,2,3.5
AL,ESCAMBIA,2,3.0
AL,ETOWAH,2,2.5
AL,FAYETTE,1,4.0
AL,FRANKLIN,1,3.0
AL,GENEVA,1,3.0
AL,GREENE,1,3.0
AL,HOUSTON,2,3.5
AL,JACKSON,1,3.0
AL,JEFFERSON,7,2.7142857142857144
AL,LAUDERDALE,1,2.0
AL,LAWRENCE,1,4.0
AL,LEE,1,4.0
AL,LIMESTONE,1,2.0
AL,MADISON,2,3.0
AL,MARENGO,1,3.0
AL,MARION,2,4.5
AL,MARSHALL,1,3.0
AL,MOBILE,4,2.25
AL,MONROE,1,3.0
AL,MONTGOMERY,3,3.6666666666666665
AL,MORGAN,1,2.0
AL,PICKENS,1,3.0
AL,PIKE,1,3.0
AL,RANDOLPH,1,4.0
AL,RUSSELL,1,4.0
AL,SAINT CLAIR,1,3.0
AL,SHELBY,1,3.0
AL,TALLADEGA,2,3.0
AL,TALLAPOOSA,2,3.0
AL,TUSCALOOSA,1,2.0
AL,WALKER,1,3.0
AL,WINSTON,1,5.0
AR,ARKANSAS,1,4.0
AR,ASHLEY,1,3.0
AR,BAXTER,1,3.0
AR,BENTON,3,3.6666666666666665
AR,BOONE,1,3.0
AR,BRADLEY,1,4.0
AR,CARROLL,1,3.0
AR,CHICOT,1,3.0
AR,CLARK,1,3.0
AR,CLEBURNE,1,3.0
AR,COLUMBIA,1,2.0
AR,CRAIGHEAD,2,2.0
AR,CRAWFORD,1,3.0
AR,CROSS,1,4.0
AR,DESHA,1,3.0
AR,DREW,1,3.0
AR,FAULKNER,1,3.0
AR,FULTON,1,2.0
AR,GARLAND,2,2.0
AR,GREENE,1,2.0
AR,HEMPSTEAD,1,3.0
AR,HOT SPRING,1,3.0
AR,HOWARD,1,3.0
AR,INDEPENDENCE,1,2.0
AR,JEFFERSON,1,2.0
AR,JOHNSON,1,3.0
AR,MISSISSIPPI,1,2.0
AR,OUACHITA,1,4.0
AR,PHILLIPS,1,2.0
AR,POLK,1,3.0
AR,POPE,1,3.0
AR,PULASKI,8,2.75
AR,RANDOLPH,1,3.0
AR,SAINT FRANCIS,1,2.0
AR,SALINE,1,3.0
AR,SEBASTIAN,2,2.5
AR,STONE,1,3.0
AR,UNION,1,3.0
AR,VAN BUREN,1,3.0
AR,WASHINGTON,2,3.0
AR,WHITE,1,3.0
AR,YELL,1,3.0
AZ,APACHE,1,3.0
AZ,COCHISE,1,1.0
AZ,COCONINO,2,3.5
AZ,GILA,2,3.0
AZ,GRAHAM,1,3.0
AZ,LA PAZ,1,3.0
AZ,MARICOPA,27,3.1481481481481484
AZ,MOHAVE,4,2.25
AZ,NAVAJO,1,4.0
AZ,PIMA,7,2.5714285714285716
AZ,PINAL,4,3.0
AZ,YAVAPAI,2,3.0
AZ,YUMA,1,2.0
CA,ALAMEDA,12,2.5
CA,AMADOR,1,2.0
CA,BUTTE,4,2.5
CA,CALAVERAS,1,3.0
CA,CONTRA COSTA,7,3.0
CA,DEL NORTE,1,2.0
CA,EL DORADO,2,3.5
CA,FRESNO,5,2.2
CA,HUMBOLDT,2,3.0
CA,IMPERIAL,2,2.0
CA,KERN,8,1.875
CA,KINGS,1,2.0
CA,LAKE,2,2.5
CA,LASSEN,1,4.0
CA,LOS ANGELES,73,2.9315068493150687
CA,MADERA,1,2.0
CA,MARIN,3,3.3333333333333335
CA,MENDOCINO,3,3.3333333333333335
CA,MERCED,2,2.5
CA,MONTEREY,4,3.75
CA,NAPA,2,3.0
CA,NEVADA,1,3.0
CA,ORANGE,20,2.85
CA,PLACER,3,4.0
CA,PLUMAS,1,3.0
CA,RIVERSIDE,16,2.4375
CA,SACRAMENTO,8,2.75
CA,SAN BENITO,1,2.0
CA,SAN BERNARDINO,14,2.5
CA,SAN DIEGO,15,3.466666666666667
CA,SAN FRANCISCO,9,2.7777777777777777
CA,SAN JOAQUIN,7,2.4285714285714284
CA,SAN LUIS OBISPO,3,3.3333333333333335
CA,SAN MATEO,6,3.1666666666666665
CA,SANTA BARBARA,5,3.6
CA,SANTA CLARA,9,2.7777777777777777
CA,SANTA CRUZ,2,3.5
CA,SHASTA,2,3.5
CA,SISKIYOU,2,3.0
CA,SOLANO,4,2.75
CA,SONOMA,6,3.3333333333333335
CA,STANISLAUS,4,2.5
CA,TEHAMA,1,3.0
CA,TULARE,3,2.3333333333333335
CA,TUOLUMNE,1,3.0
CA,VENTURA,7,2.7142857142857144
CA,YOLO,2,3.5
CA,YUBA,1,1.0
CO,ADAMS,3,2.6666666666666665
CO,ALAMOSA,1,3.0
CO,ARAPAHOE,3,3.6666666666666665
CO,BOULDER,4,3.25
CO,BROOMFIELD,1,4.0
CO,DELTA,1,3.0
CO,DENVER,5,3.6
CO,DOUGLAS,3,3.3333333333333335
CO,EAGLE,1,4.0
CO,EL PASO,2,3.5
CO,FREMONT,1,4.0
CO,GARFIELD,2,3.5
CO,HUERFANO,1,3.0
CO,JEFFERSON,2,3.5
CO,LA PLATA,1,5.0
CO,LARIMER,3,3.6666666666666665
CO,LOGAN,1,3.0
CO,MESA,2,3.0
CO,MONTEZUMA,1,3.0
CO,MONTROSE,1,4.0
CO,MORGAN,2,3.0
CO,OTERO,1,3.0
CO,PITKIN,1,4.0
CO,PROWERS,1,3.0
CO,PUEBLO,2,4.0
CO,RIO GRANDE,1,3.0
CO,ROUTT,1,4.0
CO,SUMMIT,1,4.0
CO,WELD,1,4.0
CO,YUMA,1,3.0
CT,FAIRFIELD,6,2.5
CT,HARTFORD,6,2.5
CT,LITCHFIELD,2,2.5
CT,MIDDLESEX,1,3.0
CT,NEW HAVEN,7,2.7142857142857144
CT,NEW LONDON,2,3.5
CT,TOLLAND,2,3.0
CT,WINDHAM,2,3.0
DC,DISTRICT OF COLUMBIA,7,1.4285714285714286
DE,KENT,1,3.0
DE,NEW CASTLE,2,4.0
DE,SUSSEX,3,3.6666666666666665
FL,ALACHUA,2,2.5
FL,BAY,2,3.0
FL,BRADFORD,1,3.0
FL,BREVARD,7,3.2857142857142856
FL,BROWARD,14,2.642857142857143
FL,CHARLOTTE,3,2.3333333333333335
FL,CITRUS,2,2.0
FL,CLAY,2,3.0
FL,COLLIER,2,2.5
FL,COLUMBIA,2,3.0
FL,DE SOTO,1,3.0
FL,DUVAL,7,3.0
FL,ESCAMBIA,3,3.0
FL,FLAGLER,1,3.0
FL,GULF,1,4.0
FL,HARDEE,1,3.0
FL,HENDRY,1,3.0
FL,HERNANDO,2,2.5
FL,HIGHLANDS,2,2.5
FL,HILLSBOROUGH,9,2.4444444444444446
FL,INDIAN RIVER,2,2.5
FL,JACKSON,1,3.0
FL,LAKE,3,2.3333333333333335
FL,LEE,4,2.0
FL,LEON,2,2.5
FL,MANATEE,3,2.3333333333333335
FL,MARION,2,2.0
FL,MARTIN,1,2.0
FL,MIAMI-DADE,17,2.5294117647058822
FL,MONROE,3,2.6666666666666665
FL,NASSAU,1,3.0
FL,OKALOOSA,3,3.3333333333333335
FL,OKEECHOBEE,1,3.0
FL,ORANGE,3,2.6666666666666665
FL,OSCEOLA,3,2.0
FL,PALM BEACH,12,2.3333333333333335
FL,PASCO,6,2.8333333333333335
FL,PINELLAS,10,2.6
FL,POLK,5,2.2
FL,PUTNAM,1,2.0
FL,SAINT JOHNS,1,3.0
FL,SAINT LUCIE,2,2.0
FL,SANTA ROSA,3,3.3333333333333335
FL,SARASOTA,4,3.75
FL,SEMINOLE,1,2.0
FL,SUMTER,1,3.0
FL,SUWANNEE,1,3.0
FL,TAYLOR,1,2.0
FL,VOLUSIA,5,2.8
FL,WALTON,2,4.0
GA,APPLING,1,3.0
GA,BACON,1,3.0
GA,BALDWIN,1,3.0
GA,BARROW,1,3.0
GA,BARTOW,1,4.0
GA,BEN HILL,1,3.0
GA,BIBB,3,3.0
GA,BLECKLEY,1,3.0
GA,BULLOCH,1,2.0
GA,CAMDEN,1,3.0
GA,CARROLL,2,3.0
GA,CHATHAM,3,2.3333333333333335
GA,CHATTOOGA,1,3.0
GA,CHEROKEE,1,3.0
GA,CLARKE,2,3.5
GA,CLAYTON,1,2.0
GA,COBB,2,2.5
GA,COFFEE,1,3.0
GA,COLQUITT,1,3.0
GA,COOK,1,3.0
GA,COWETA,2,3.5
GA,CRISP,1,3.0
GA,DECATUR,1,3.0
GA,DEKALB,3,2.6666666666666665
GA,DODGE,1,3.0
GA,DOUGHERTY,1,1.0
GA,DOUGLAS,1,3.0
GA,EFFINGHAM,1,3.0
GA,ELBERT,1,4.0
GA,EMANUEL,1,3.0
GA,EVANS,1,4.0
GA,FANNIN,1,3.0
GA,FAYETTE,1,2.0
GA,FLOYD,2,3.5
GA,FORSYTH,1,3.0
GA,FRANKLIN,1,3.0
GA,FULTON,7,2.4285714285714284
GA,GLYNN,1,3.0
GA,GORDON,1,5.0
GA,GRADY,1,4.0
GA,GREENE,1,3.0
GA,GWINNETT,2,3.5
GA,HABERSHAM,1,3.0
GA,HALL,1,3.0
GA,HARALSON,1,3.0
GA,HENRY,1,2.0
GA,HOUSTON,2,3.5
GA,IRWIN,1,3.0
GA,JACKSON,1,2.0
GA,JEFF DAVIS,1,3.0
GA,JEFFERSON,1,3.0
GA,LAURENS,1,4.0
GA,LIBERTY,1,3.0
GA,LOWNDES,1,3.0
GA,LUMPKIN,1,3.0
GA,MCDUFFIE,1,3.0
GA,MILLER,1,3.0
GA,MURRAY,1,3.0
GA,MUSCOGEE,3,3.3333333333333335
GA,NEWTON,1,2.0
GA,PAULDING,1,3.0
GA,PEACH,1,3.0
GA,PICKENS,1,3.0
GA,PULASKI,1,3.0
GA,PUTNAM,1,3.0
GA,RICHMOND,4,2.0
GA,ROCKDALE,1,2.0
GA,SEMINOLE,1,3.0
GA,SPALDING,1,3.0
GA,STEPHENS,1,3.0
GA,SUMTER,1,3.0
GA,THOMAS,1,3.0
GA,TIFT,1,2.0
GA,TOOMBS,1,3.0
GA,TOWNS,1,4.0
GA,TROUP,1,4.0
GA,UNION,1,3.0
GA,UPSON,1,3.0
GA,WALTON,1,2.0
GA,WARE,1,3.0
GA,WASHINGTON,1,3.0
GA,WAYNE,1,3.0
GA,WHITFIELD,1,4.0
GA,WILKES,1,3.0
HI,HAWAII,3,3.0
HI,HONOLULU,7,3.4285714285714284
HI,KAUAI,2,3.5
HI,MAUI,1,3.0
IA,APPANOOSE,1,4.0
IA,BLACK HAWK,3,3.0
IA,BOONE,1,3.0
IA,BREMER,1,4.0
IA,BUENA VISTA,1,3.0
IA,CALHOUN,1,4.0
IA,CARROLL,1,4.0
IA,CASS,1,3.0
IA,CERRO GORDO,1,3.0
IA,CHEROKEE,1,3.0
IA,CHICKASAW,1,3.0
IA,CLAY,1,4.0
IA,CLINTON,1,2.0
IA,CRAWFORD,1,3.0
IA,DELAWARE,1,4.0
IA,DES MOINES,1,2.0
IA,DICKINSON,1,4.0
IA,DUBUQUE,2,3.5
IA,EMMET,1,4.0
IA,FAYETTE,1,3.0
IA,FLOYD,1,4.0
IA,HAMILTON,1,3.0
IA,HANCOCK,1,3.0
IA,HENRY,1,3.0
IA,IDA,1,3.0
IA,JASPER,1,3.0
IA,JEFFERSON,1,4.0
IA,JOHNSON,2,4.5
IA,KOSSUTH,1,3.0
IA,LEE,2,3.0
IA,LINN,2,4.0
IA,LUCAS,1,3.0
IA,MAHASKA,1,4.0
IA,MARION,2,3.5
IA,MARSHALL,1,3.0
IA,MONONA,1,3.0
IA,MONTGOMERY,1,4.0
IA,MUSCATINE,1,3.0
IA,OBRIEN,1,3.0
IA,OSCEOLA,1,4.0
IA,PAGE,2,3.0
IA,PLYMOUTH,1,4.0
IA,POLK,4,3.25
IA,POTTAWATTAMIE,2,3.5
IA,POWESHIEK,1,3.0
IA,SAC,1,3.0
IA,SCOTT,2,3.5
IA,SHELBY,1,3.0
IA,SIOUX,1,4.0
IA,STORY,1,3.0
IA,UNION,1,4.0
IA,WAPELLO,1,3.0
IA,WEBSTER,1,3.0
IA,WINNESHIEK,1,4.0
IA,WOODBURY,2,3.0
IA,WRIGHT,2,4.5
ID,ADA,2,4.0
ID,BANNOCK,1,3.0
ID,BINGHAM,1,4.0
ID,BONNER,1,3.0
ID,BONNEVILLE,1,4.0
ID,CANYON,2,4.0
ID,CASSIA,1,3.0
ID,CLEARWATER,1,3.0
ID,ELMORE,1,4.0
ID,GOODING,1,4.0
ID,IDAHO,2,3.5
ID,KOOTENAI,1,3.0
ID,LATAH,1,4.0
ID,MADISON,1,3.0
ID,NEZ PERCE,1,3.0
ID,TWIN FALLS,1,3.0
IL,ADAMS,1,3.0
IL,BOND,1,4.0
IL,BUREAU,2,3.5
IL,CHAMPAIGN,2,3.0
IL,CHRISTIAN,1,4.0
IL,CLAY,1,3.0
IL,CLINTON,1,4.0
IL,COLES,1,3.0
IL,COOK,46,2.6956521739130435
IL,CRAWFORD,1,4.0
IL,DEKALB,2,4.0
IL,DUPAGE,6,3.5
IL,EDGAR,1,4.0
IL,EFFINGHAM,1,4.0
IL,FORD,1,4.0
IL,FRANKLIN,1,3.0
IL,FULTON,1,3.0
IL,GRUNDY,1,4.0
IL,HAMILTON,1,2.0
IL,HANCOCK,1,4.0
IL,HENRY,1,4.0
IL,IROQUOIS,1,2.0
IL,JACKSON,2,3.0
IL,JEFFERSON,2,2.5
IL,JERSEY,1,3.0
IL,KANE,5,3.4
IL,KANKAKEE,2,4.0
IL,KNOX,2,3.0
IL,LA SALLE,3,3.6666666666666665
IL,LAKE,5,4.0
IL,LAWRENCE,1,3.0
IL,LEE,1,3.0
IL,LIVINGSTON,1,4.0
IL,LOGAN,1,4.0
IL,MACON,2,2.5
IL,MACOUPIN,1,3.0
IL,MADISON,5,3.0
IL,MARION,2,3.5
IL,MASON,1,3.0
IL,MASSAC,1,4.0
IL,MCDONOUGH,1,3.0
IL,MCHENRY,3,4.333333333333333
IL,MCLEAN,2,3.5
IL,MONTGOMERY,2,2.5
IL,MORGAN,1,3.0
IL,OGLE,1,4.0
IL,PEORIA,3,3.3333333333333335
IL,PERRY,1,4.0
IL,PIKE,1,3.0
IL,RANDOLPH,2,3.0
IL,RICHLAND,1,3.0
IL,ROCK ISLAND,2,2.5
IL,SAINT CLAIR,3,3.0
IL,SALINE,2,3.0
IL,SANGAMON,2,2.5
IL,SHELBY,1,3.0
IL,STEPHENSON,1,3.0
IL,TAZEWELL,1,3.0
IL,UNION,1,3.0
IL,VERMILION,2,2.5
IL,WABASH,1,4.0
IL,WARREN,1,4.0
IL,WAYNE,1,4.0
IL,WHITESIDE,1,4.0
IL,WILL,3,2.6666666666666665
IL,WILLIAMSON,2,2.5
IL,WINNEBAGO,3,3.3333333333333335
IL,WOODFORD,1,4.0
IN,ADAMS,1,3.0
IN,ALLEN,4,3.0
IN,BARTHOLOMEW,1,4.0
IN,BLACKFORD,1,4.0
IN,BOONE,1,4.0
IN,CASS,1,3.0
IN,CLARK,2,2.0
IN,CLAY,1,3.0
IN,CLINTON,1,3.0
IN,DAVIESS,1,3.0
IN,DE KALB,1,3.0
IN,DEARBORN,1,3.0
IN,DECATUR,1,4.0
IN,DELAWARE,1,3.0
IN,DUBOIS,1,5.0
IN,ELKHART,2,3.5
IN,FAYETTE,1,4.0
IN,FLOYD,1,2.0
IN,FULTON,1,4.0
IN,GIBSON,1,3.0
IN,GRANT,1,4.0
IN,GREENE,1,3.0
IN,HAMILTON,5,4.2
IN,HANCOCK,1,3.0
IN,HARRISON,1,3.0
IN,HENDRICKS,2,4.5
IN,HENRY,1,4.0
IN,HOWARD,2,3.5
IN,HUNTINGTON,1,4.0
IN,JACKSON,1,5.0
IN,JASPER,1,2.0
IN,JAY,1,4.0
IN,JEFFERSON,1,4.0
IN,JENNINGS,1,3.0
IN,JOHNSON,1,4.0
IN,KNOX,1,3.0
IN,KOSCIUSKO,1,3.0
IN,LA PORTE,2,3.0
IN,LAGRANGE,1,4.0
IN,LAKE,9,3.4444444444444446
IN,LAWRENCE,2,3.5
IN,MADISON,2,4.0
IN,MARION,7,3.142857142857143
IN,MARSHALL,1,3.0
IN,MIAMI,1,3.0
IN,MONROE,1,4.0
IN,MONTGOMERY,1,3.0
IN,MORGAN,1,5.0
IN,NOBLE,1,4.0
IN,ORANGE,1,3.0
IN,PERRY,1,4.0
IN,PORTER,1,4.0
IN,PULASKI,1,4.0
IN,PUTNAM,1,4.0
IN,RANDOLPH,1,4.0
IN,RIPLEY,1,4.0
IN,RUSH,1,3.0
IN,SCOTT,1,3.0
IN,SHELBY,1,4.0
IN,ST JOSEPH,2,4.0
IN,STARKE,1,3.0
IN,STEUBEN,1,3.0
IN,SULLIVAN,1,2.0
IN,TIPPECANOE,2,3.5
IN,TIPTON,1,4.0
IN,VANDERBURGH,2,3.0
IN,VERMILLION,1,4.0
IN,VIGO,2,3.5
IN,WABASH,1,3.0
IN,WARREN,1,3.0
IN,WARRICK,2,4.0
IN,WAYNE,1,4.0
IN,WELLS,1,3.0
IN,WHITE,1,3.0
IN,WHITLEY,1,4.0
KS,ALLEN,1,2.0
KS,ATCHISON,1,3.0
KS,BARTON,2,3.5
KS,BOURBON,1,3.0
KS,BROWN,1,2.0
KS,BUTLER,2,3.5
KS,CLAY,1,3.0
KS,COFFEY,1,4.0
KS,COWLEY,2,3.5
KS,CRAWFORD,2,3.0
KS,DOUGLAS,1,3.0
KS,ELLIS,1,3.0
KS,ELLSWORTH,1,4.0
KS,FINNEY,1,3.0
KS,FORD,1,3.0
KS,FRANKLIN,1,4.0
KS,GEARY,1,3.0
KS,GRAHAM,1,3.0
KS,HARVEY,1,4.0
KS,JOHNSON,5,3.8
KS,LABETTE,1,4.0
KS,LEAVENWORTH,2,4.0
KS,LYON,1,3.0
KS,MARSHALL,1,4.0
KS,MCPHERSON,2,3.0
KS,MIAMI,1,4.0
KS,MITCHELL,1,3.0
KS,MONTGOMERY,1,3.0
KS,MORTON,1,3.0
KS,NEOSHO,1,3.0
KS,POTTAWATOMIE,1,4.0
KS,PRATT,1,3.0
KS,RENO,1,2.0
KS,REPUBLIC,1,3.0
KS,RILEY,1,3.0
KS,SALINE,1,3.0
KS,SEDGWICK,4,3.75
KS,SEWARD,1,3.0
KS,SHAWNEE,2,3.5
KS,SMITH,1,4.0
KS,THOMAS,1,3.0
KS,WILSON,1,3.0
KS,WYANDOTTE,2,3.5
KY,ADAIR,1,4.0
KY,ALLEN,1,3.0
KY,BARREN,1,3.0
KY,BELL,2,3.5
KY,BOONE,1,3.0
KY,BOURBON,1,3.0
KY,BOYD,2,3.0
KY,BOYLE,1,2.0
KY,BREATHITT,1,2.0
KY,BRECKINRIDGE,1,3.0
KY,CALDWELL,1,3.0
KY,CALLOWAY,1,3.0
KY,CAMPBELL,1,4.0
KY,CARROLL,1,3.0
KY,CASEY,1,4.0
KY,CHRISTIAN,1,2.0
KY,CLARK,1,4.0
KY,CLAY,1,3.0
KY,CLINTON,1,3.0
KY,CRITTENDEN,1,3.0
KY,CUMBERLAND,1,3.0
KY,DAVIESS,1,3.0
KY,ESTILL,1,4.0
KY,FAYETTE,4,2.75
KY,FLEMING,1,3.0
KY,FLOYD,2,3.0
KY,FRANKLIN,1,3.0
KY,GRANT,1,3.0
KY,GRAVES,1,3.0
KY,GRAYSON,1,4.0
KY,GREEN,1,3.0
KY,HARDIN,1,4.0
KY,HARLAN,1,2.0
KY,HARRISON,1,4.0
KY,HART,1,3.0
KY,HENDERSON,1,4.0
KY,HOPKINS,1,3.0
KY,JEFFERSON,4,2.5
KY,JOHNSON,1,3.0
KY,KENTON,1,4.0
KY,KNOX,2,2.0
KY,LAUREL,1,3.0
KY,LAWRENCE,1,3.0
KY,LETCHER,1,3.0
KY,LINCOLN,1,3.0
KY,LOGAN,1,3.0
KY,MADISON,2,3.0
KY,MARION,1,3.0
KY,MARSHALL,1,3.0
KY,MASON,1,3.0
KY,MCCRACKEN,2,2.5
KY,MONROE,1,2.0
KY,MONTGOMERY,1,3.0
KY,MUHLENBERG,1,3.0
KY,NELSON,1,4.0
KY,OHIO,1,3.0
KY,OLDHAM,1,3.0
KY,PERRY,1,2.0
KY,PIKE,2,2.5
KY,PULASKI,1,2.0
KY,ROCKCASTLE,1,3.0
KY,ROWAN,1,2.0
KY,RUSSELL,1,2.0
KY,SCOTT,1,3.0
KY,SHELBY,1,3.0
KY,SIMPSON,1,4.0
KY,TAYLOR,1,3.0
KY,UNION,1,3.0
KY,WARREN,2,3.5
LA,ACADIA,1,2.0
LA,ALLEN,1,3.0
LA,ASCENSION,1,3.0
LA,AVOYELLES,1,3.0
LA,BEAUREGARD,1,3.0
LA,BOSSIER,1,5.0
LA,CADDO,4,3.0
LA,CALCASIEU,4,3.25
LA,CALDWELL,2,3.5
LA,CLAIBORNE,1,4.0
LA,DE SOTO,1,3.0
LA,EAST BATON ROUGE,5,2.8
LA,EAST CARROLL,1,3.0
LA,EVANGELINE,2,3.5
LA,FRANKLIN,1,2.0
LA,IBERIA,1,3.0
LA,JEFFERSON,4,3.25
LA,JEFFERSON DAVIS,1,3.0
LA,LA SALLE,2,3.0
LA,LAFAYETTE,5,3.4
LA,LAFOURCHE,3,4.0
LA,LINCOLN,1,2.0
LA,MOREHOUSE,1,2.0
LA,NATCHITOCHES,1,4.0
LA,ORLEANS,3,2.3333333333333335
LA,OUACHITA,3,3.0
LA,POINTE COUPEE,1,3.0
LA,RAPIDES,2,3.0
LA,RICHLAND,2,3.0
LA,SABINE,1,3.0
LA,SAINT BERNARD,1,3.0
LA,SAINT CHARLES,1,3.0
LA,SAINT JAMES,1,3.0
LA,SAINT LANDRY,1,3.0
LA,SAINT MARY,1,3.0
LA,SAINT TAMMANY,5,3.4
LA,TANGIPAHOA,1,3.0
LA,TERREBONNE,2,3.0
LA,UNION,1,3.0
LA,VERMILION,1,3.0
LA,VERNON,1,3.0
LA,WASHINGTON,1,3.0
LA,WEBSTER,2,4.0
LA,WEST CARROLL,1,3.0
LA,WINN,1,3.0
MA,BARNSTABLE,2,3.5
MA,BERKSHIRE,2,4.0
MA,BRISTOL,4,3.0
MA,DUKES,1,4.0
MA,ESSEX,5,3.2
MA,FRANKLIN,1,3.0
MA,HAMPDEN,5,3.2
MA,HAMPSHIRE,2,3.5
MA,MIDDLESEX,11,3.1818181818181817
MA,NORFOLK,4,3.25
MA,PLYMOUTH,3,3.0
MA,SUFFOLK,9,3.3333333333333335
MA,WORCESTER,8,2.75
ME,ANDROSCOGGIN,2,3.5
ME,AROOSTOOK,4,3.5
ME,CUMBERLAND,4,3.25
ME,FRANKLIN,1,3.0
ME,HANCOCK,3,4.0
ME,KENNEBEC,2,4.0
ME,KNOX,1,3.0
ME,LINCOLN,1,4.0
ME,OXFORD,2,3.0
ME,PENOBSCOT,4,3.25
ME,PISCATAQUIS,1,3.0
ME,SOMERSET,2,3.5
ME,WALDO,1,3.0
ME,WASHINGTON,2,3.5
ME,YORK,2,3.5
MI,ALLEGAN,1,4.0
MI,ALPENA,1,4.0
MI,ARENAC,1,4.0
MI,BARAGA,1,2.0
MI,BARRY,1,3.0
MI,BAY,1,3.0
MI,BERRIEN,2,3.5
MI,BRANCH,1,4.0
MI,CALHOUN,2,4.0
MI,CASS,1,4.0
MI,CHARLEVOIX,1,3.0
MI,CHIPPEWA,1,4.0
MI,CLARE,1,3.0
MI,CLINTON,1,4.0
MI,CRAWFORD,1,4.0
MI,DELTA,1,4.0
MI,DICKINSON,1,4.0
MI,EATON,2,3.0
MI,EMMET,1,5.0
MI,GENESEE,3,1.6666666666666667
MI,GLADWIN,1,4.0
MI,GOGEBIC,1,3.0
MI,GRAND TRAVERSE,1,4.0
MI,GRATIOT,1,3.0
MI,HILLSDALE,1,4.0
MI,HOUGHTON,2,3.0
MI,HURON,2,4.0
MI,INGHAM,2,2.5
MI,IONIA,1,3.0
MI,IOSCO,1,4.0
MI,IRON,1,4.0
MI,ISABELLA,1,4.0
MI,JACKSON,1,4.0
MI,KALAMAZOO,2,3.0
MI,KENT,3,3.6666666666666665
MI,LAPEER,1,3.0
MI,LENAWEE,2,3.0
MI,LIVINGSTON,1,4.0
MI,LUCE,1,3.0
MI,MACKINAC,1,3.0
MI,MACOMB,3,2.0
MI,MANISTEE,1,3.0
MI,MARQUETTE,2,3.5
MI,MASON,1,4.0
MI,MECOSTA,1,3.0
MI,MIDLAND,1,4.0
MI,MONROE,1,3.0
MI,MONTCALM,4,3.5
MI,MUSKEGON,1,4.0
MI,NEWAYGO,1,4.0
MI,OAKLAND,9,2.7777777777777777
MI,OGEMAW,1,4.0
MI,OSCEOLA,1,4.0
MI,OTSEGO,1,4.0
MI,OTTAWA,3,4.0
MI,SAGINAW,2,2.0
MI,SAINT CLAIR,3,2.6666666666666665
MI,SAINT JOSEPH,2,3.5
MI,SANILAC,2,3.5
MI,SCHOOLCRAFT,1,4.0
MI,SHIAWASSEE,1,2.0
MI,TUSCOLA,1,4.0
MI,VAN BUREN,2,4.0
MI,WASHTENAW,3,3.3333333333333335
MI,WAYNE,14,2.2857142857142856
MI,WEXFORD,1,3.0
MN,AITKIN,1,4.0
MN,ANOKA,2,3.5
MN,BECKER,1,4.0
MN,BELTRAMI,1,3.0
MN,BLUE EARTH,1,3.0
MN,BROWN,2,4.0
MN,CARLTON,1,4.0
MN,CARVER,1,4.0
MN,CHIPPEWA,1,3.0
MN,CHISAGO,1,4.0
MN,CROW WING,2,3.0
MN,DAKOTA,3,3.3333333333333335
MN,DOUGLAS,1,3.0
MN,FARIBAULT,1,3.0
MN,FREEBORN,1,4.0
MN,GOODHUE,2,3.5
MN,HENNEPIN,7,3.4285714285714284
MN,HUBBARD,1,3.0
MN,ISANTI,1,4.0
MN,ITASCA,1,3.0
MN,KANABEC,1,4.0
MN,KANDIYOHI,1,4.0
MN,LYON,1,3.0
MN,MARTIN,1,3.0
MN,MCLEOD,2,3.5
MN,MILLE LACS,1,3.0
MN,MORRISON,1,3.0
MN,NICOLLET,1,4.0
MN,NOBLES,1,4.0
MN,OLMSTED,2,4.0
MN,OTTER TAIL,2,4.0
MN,PENNINGTON,1,3.0
MN,POLK,2,3.5
MN,POPE,1,4.0
MN,RAMSEY,4,3.5
MN,REDWOOD,1,4.0
MN,RICE,1,4.0
MN,ROCK,1,4.0
MN,SAINT LOUIS,5,3.0
MN,SCOTT,2,3.5
MN,SHERBURNE,1,4.0
MN,STEARNS,3,4.0
MN,STEELE,1,3.0
MN,STEVENS,1,4.0
MN,TODD,1,4.0
MN,WADENA,1,3.0
MN,WASHINGTON,2,4.0
MN,WILKIN,1,3.0
MN,WINONA,1,3.0
MN,WRIGHT,2,4.0
MN,YELLOW MEDICINE,1,3.0
MO,ADAIR,1,4.0
MO,ATCHISON,1,3.0
MO,AUDRAIN,1,3.0
MO,BARTON,1,4.0
MO,BATES,1,3.0
MO,BOONE,2,3.0
MO,BUCHANAN,1,5.0
MO,BUTLER,2,2.5
MO,CALLAWAY,1,3.0
